ProjectName,FileName,Theorem,IncludeLemma,ProofStep,RelationNB,equivalence,implication,quantifier,logical,inequality,set,Success,PredictionStep,Time,TryStep
weak-up-to,../data/weak-up-to/Reductions.json,weak_refl,False,2,1,0,0,1,0,0,0,True,3,1.3909931182861328,9
weak-up-to,../data/weak-up-to/Reductions.json,tau_weak,False,6,5,0,2,1,0,2,0,False,24,24.334672451019287,300
weak-up-to,../data/weak-up-to/Reductions.json,weak_tau,False,5,5,0,2,1,0,2,0,False,9,21.160419464111328,300
weak-up-to,../data/weak-up-to/Reductions.json,red_weak,False,3,3,0,1,1,0,1,0,False,8,8.562808275222777,300
weak-up-to,../data/weak-up-to/Reductions.json,taus_weak,False,6,5,0,2,1,0,2,0,False,10,26.010758876800537,300
weak-up-to,../data/weak-up-to/Reductions.json,weak_taus,False,8,5,0,2,1,0,2,0,False,12,25.120303630828857,300
weak-up-to,../data/weak-up-to/Reductions.json,Weak_ind,False,12,31,0,13,5,0,13,0,False,49,578.2127943038939,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,monotonic_wmonotonic,False,7,3,0,1,1,0,1,0,False,49,29.43102788925171,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,star_wmon,False,17,1,1,0,0,0,0,0,False,34,23.05219578742981,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Comp_wmon,False,9,0,0,0,0,0,0,0,False,48,23.003238439559933,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Union2_wmon,False,5,0,0,0,0,0,0,0,False,6,7.783488035202026,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Union_wmon,False,5,0,0,0,0,0,0,0,False,4,10.133009433746338,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,UExp_wmon,False,7,3,1,0,1,0,1,0,False,49,66.65411233901979,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,UIter_wmon,False,4,0,0,0,0,0,0,0,False,49,63.28418326377869,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Chaining_wmon,False,16,0,0,0,0,0,0,0,False,49,73.98923206329346,300
weak-up-to,../data/weak-up-to/WeakMonotonic.json,chaing_l_wmon,False,16,0,0,0,0,0,0,0,False,11,13.324896335601807,300
weak-up-to,../data/weak-up-to/Theory.json,phi,False,10,1,0,0,1,0,0,0,False,48,50.52653455734253,300
weak-up-to,../data/weak-up-to/Theory.json,monotonic_correct,False,2,0,0,0,0,0,0,0,False,49,53.4292778968811,300
weak-up-to,../data/weak-up-to/Theory.json,silent,False,6,1,0,0,1,0,0,0,False,48,31.42282485961914,300
weak-up-to,../data/weak-up-to/Theory.json,wmonotonic_correct_t,False,2,0,0,0,0,0,0,0,False,21,19.762004137039185,300
weak-up-to,../data/weak-up-to/Theory.json,visible,False,9,1,0,0,1,0,0,0,False,48,49.89710760116577,300
weak-up-to,../data/weak-up-to/Theory.json,wmonotonic_correct,True,4,0,0,0,0,0,0,0,False,49,68.16375064849854,300
weak-up-to,../data/weak-up-to/Theory.json,pre_silent,False,7,1,0,0,1,0,0,0,False,42,25.163246393203732,300
weak-up-to,../data/weak-up-to/Theory.json,HFGn,False,5,1,0,0,1,0,0,0,False,49,44.13140392303467,300
weak-up-to,../data/weak-up-to/Theory.json,pre_visible,False,10,1,0,0,1,0,0,0,False,49,65.36963081359863,300
weak-up-to,../data/weak-up-to/Theory.json,HGFGn,False,6,1,0,0,1,0,0,0,False,49,36.291338682174676,300
weak-up-to,../data/weak-up-to/Theory.json,HGFG,False,8,0,0,0,0,0,0,0,False,4,19.469445705413822,300
weak-up-to,../data/weak-up-to/Theory.json,unified_correct,True,7,0,0,0,0,0,0,0,False,48,54.7158989906311,300
weak-up-to,../data/weak-up-to/Theory.json,HBGGn,False,2,1,0,0,1,0,0,0,False,14,22.73018765449524,300
weak-up-to,../data/weak-up-to/Theory.json,HGGBF,False,11,0,0,0,0,0,0,0,False,10,29.121933937072754,300
weak-up-to,../data/weak-up-to/Theory.json,controlled_correct,False,3,0,0,0,0,0,0,0,False,49,81.53824138641356,300
weak-up-to,../data/weak-up-to/Relations.json,trans_incl,False,2,2,0,1,0,0,1,0,True,5,0.8962345123291016,9
weak-up-to,../data/weak-up-to/Relations.json,trans_eeq,False,2,2,0,1,0,0,1,0,True,11,1.7755303382873535,26
weak-up-to,../data/weak-up-to/Relations.json,comp_incl,False,3,4,0,2,0,0,2,0,False,48,14.768693685531616,300
weak-up-to,../data/weak-up-to/Relations.json,comp_eeq,False,2,4,0,2,0,0,2,0,False,49,16.812331914901733,300
weak-up-to,../data/weak-up-to/Relations.json,union_incl,False,3,3,0,1,1,0,1,0,True,11,3.143376588821411,36
weak-up-to,../data/weak-up-to/Relations.json,union_eeq,False,2,3,0,1,1,0,1,0,False,46,13.401785850524902,300
weak-up-to,../data/weak-up-to/Relations.json,union2_incl,False,2,4,0,2,0,0,2,0,False,18,12.816019773483276,300
weak-up-to,../data/weak-up-to/Relations.json,union2_eeq,False,2,4,0,2,0,0,2,0,False,48,18.822044849395756,300
weak-up-to,../data/weak-up-to/Relations.json,star_incl,False,2,2,0,1,0,0,1,0,False,31,21.83205628395081,300
weak-up-to,../data/weak-up-to/Relations.json,star_eeq,False,2,2,0,1,0,0,1,0,False,25,15.374337196350098,300
weak-up-to,../data/weak-up-to/Relations.json,plus_incl,False,3,2,0,1,0,0,1,0,False,32,21.148755311965946,300
weak-up-to,../data/weak-up-to/Relations.json,plus_eeq,False,4,2,0,1,0,0,1,0,False,33,21.22959470748901,300
