ProjectName,FileName,Theorem,IncludeLemma,ProofStep,RelationNB,equivalence,implication,quantifier,logical,inequality,set,Success,PredictionStep,Time,TryStep
weak-up-to,../data/weak-up-to/Reductions.json,weak_refl,False,2,1,0,0,1,0,0,0,True,1,0.039983510971069336,1
weak-up-to,../data/weak-up-to/Reductions.json,tau_weak,False,6,5,0,2,1,0,2,0,False,1,443.2868475914002,1
weak-up-to,../data/weak-up-to/Reductions.json,weak_tau,False,5,5,0,2,1,0,2,0,False,1,439.31537985801697,1
weak-up-to,../data/weak-up-to/Reductions.json,red_weak,False,3,3,0,1,1,0,1,0,True,1,7.860150337219237,1
weak-up-to,../data/weak-up-to/Reductions.json,taus_weak,False,6,5,0,2,1,0,2,0,False,1,443.034245967865,1
weak-up-to,../data/weak-up-to/Reductions.json,weak_taus,False,8,5,0,2,1,0,2,0,False,1,440.39165139198303,1
weak-up-to,../data/weak-up-to/Reductions.json,Weak_ind,False,12,31,0,13,5,0,13,0,False,1,451.3511481285095,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,monotonic_wmonotonic,False,7,3,0,1,1,0,1,0,False,1,444.41372179985046,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,star_wmon,False,17,1,1,0,0,0,0,0,False,1,439.3263223171234,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Comp_wmon,False,9,0,0,0,0,0,0,0,False,1,444.7227203845978,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Union2_wmon,False,5,0,0,0,0,0,0,0,False,1,446.3466410636902,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Union_wmon,False,5,0,0,0,0,0,0,0,False,1,449.52422142028814,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,UExp_wmon,False,7,3,1,0,1,0,1,0,False,1,452.939682006836,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,UIter_wmon,False,4,0,0,0,0,0,0,0,False,1,456.9422392845154,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,Chaining_wmon,False,16,0,0,0,0,0,0,0,False,1,454.00543236732483,1
weak-up-to,../data/weak-up-to/WeakMonotonic.json,chaing_l_wmon,False,16,0,0,0,0,0,0,0,False,1,457.3145983219147,1
weak-up-to,../data/weak-up-to/Theory.json,phi,False,10,1,0,0,1,0,0,0,False,1,448.54684615135193,1
weak-up-to,../data/weak-up-to/Theory.json,monotonic_correct,False,2,0,0,0,0,0,0,0,False,1,444.9798376560211,1
weak-up-to,../data/weak-up-to/Theory.json,silent,False,6,1,0,0,1,0,0,0,False,1,454.1805145740509,1
weak-up-to,../data/weak-up-to/Theory.json,wmonotonic_correct_t,False,2,0,0,0,0,0,0,0,True,1,32.683972358703606,1
weak-up-to,../data/weak-up-to/Theory.json,visible,False,9,1,0,0,1,0,0,0,False,1,468.8441593647003,1
weak-up-to,../data/weak-up-to/Theory.json,wmonotonic_correct,True,4,0,0,0,0,0,0,0,False,1,463.8985905647278,1
weak-up-to,../data/weak-up-to/Theory.json,pre_silent,False,7,1,0,0,1,0,0,0,False,1,468.90971398353577,1
weak-up-to,../data/weak-up-to/Theory.json,HFGn,False,5,1,0,0,1,0,0,0,False,1,468.79382801055914,1
weak-up-to,../data/weak-up-to/Theory.json,pre_visible,False,10,1,0,0,1,0,0,0,False,1,468.612673997879,1
weak-up-to,../data/weak-up-to/Theory.json,HGFGn,False,6,1,0,0,1,0,0,0,False,1,469.23253631591797,1
weak-up-to,../data/weak-up-to/Theory.json,HGFG,False,8,0,0,0,0,0,0,0,False,1,470.1727030277252,1
weak-up-to,../data/weak-up-to/Theory.json,unified_correct,True,7,0,0,0,0,0,0,0,False,1,470.19277930259705,1
weak-up-to,../data/weak-up-to/Theory.json,HBGGn,False,2,1,0,0,1,0,0,0,False,1,472.5198202133178,1
weak-up-to,../data/weak-up-to/Theory.json,HGGBF,False,11,0,0,0,0,0,0,0,False,1,470.4470801353455,1
weak-up-to,../data/weak-up-to/Theory.json,controlled_correct,False,3,0,0,0,0,0,0,0,False,1,472.13754749298096,1
weak-up-to,../data/weak-up-to/Relations.json,trans_incl,False,2,2,0,1,0,0,1,0,True,1,0.052248477935791016,1
weak-up-to,../data/weak-up-to/Relations.json,trans_eeq,False,2,2,0,1,0,0,1,0,True,1,98.07791781425476,1
weak-up-to,../data/weak-up-to/Relations.json,comp_incl,False,3,4,0,2,0,0,2,0,False,1,449.6359581947327,1
weak-up-to,../data/weak-up-to/Relations.json,comp_eeq,False,2,4,0,2,0,0,2,0,False,1,448.347571849823,1
weak-up-to,../data/weak-up-to/Relations.json,union_incl,False,3,3,0,1,1,0,1,0,True,1,97.58619022369385,1
weak-up-to,../data/weak-up-to/Relations.json,union_eeq,False,2,3,0,1,1,0,1,0,True,1,108.802148103714,1
weak-up-to,../data/weak-up-to/Relations.json,union2_incl,False,2,4,0,2,0,0,2,0,True,1,70.19316577911377,1
weak-up-to,../data/weak-up-to/Relations.json,union2_eeq,False,2,4,0,2,0,0,2,0,True,1,138.32177305221558,1
weak-up-to,../data/weak-up-to/Relations.json,star_incl,False,2,2,0,1,0,0,1,0,False,1,451.9121327400208,1
weak-up-to,../data/weak-up-to/Relations.json,star_eeq,False,2,2,0,1,0,0,1,0,False,1,453.3729772567749,1
weak-up-to,../data/weak-up-to/Relations.json,plus_incl,False,3,2,0,1,0,0,1,0,False,1,449.21318006515503,1
weak-up-to,../data/weak-up-to/Relations.json,plus_eeq,False,4,2,0,1,0,0,1,0,False,1,458.0250947475433,1
weak-up-to,../data/weak-up-to/Relations.json,incl_trans,False,2,4,0,2,0,0,2,0,True,1,0.2928469181060791,1
weak-up-to,../data/weak-up-to/Relations.json,eeq_refl,False,2,0,0,0,0,0,0,0,True,1,0.4840145111083984,1
weak-up-to,../data/weak-up-to/Relations.json,eeq_trans,False,2,4,0,2,0,0,2,0,True,1,31.844485521316532,1
weak-up-to,../data/weak-up-to/Relations.json,eeq_sym,False,2,2,0,1,0,0,1,0,True,1,4.970839500427246,1
weak-up-to,../data/weak-up-to/Relations.json,star1,False,2,3,0,1,1,0,1,0,True,1,5.056177139282227,1
weak-up-to,../data/weak-up-to/Relations.json,star_S,False,4,5,0,2,1,0,2,0,False,1,454.5769295692444,1
weak-up-to,../data/weak-up-to/Relations.json,star_trans,False,3,5,0,2,1,0,2,0,False,1,465.6423771381378,1
weak-up-to,../data/weak-up-to/Relations.json,plus_star,False,3,3,0,1,1,0,1,0,True,1,10.630362272262571,1
weak-up-to,../data/weak-up-to/Relations.json,plus_star_plus,False,4,5,0,2,1,0,2,0,False,1,468.9708614349365,1
weak-up-to,../data/weak-up-to/Relations.json,star_plus_plus,False,5,5,0,2,1,0,2,0,False,1,470.06828832626337,1
weak-up-to,../data/weak-up-to/Relations.json,plus_trans,False,2,5,0,2,1,0,2,0,True,1,54.912042140960686,1
weak-up-to,../data/weak-up-to/Relations.json,plus1,False,2,3,0,1,1,0,1,0,True,1,6.050534248352051,1
weak-up-to,../data/weak-up-to/Relations.json,plus_S,False,2,5,0,2,1,0,2,0,True,1,35.48269033432007,1
weak-up-to,../data/weak-up-to/Relations.json,S_plus,False,2,5,0,2,1,0,2,0,True,1,9.829688310623167,1
weak-up-to,../data/weak-up-to/Relations.json,Acc_clos_trans,False,9,3,0,1,1,0,1,0,False,1,466.5841805934906,1
weak-up-to,../data/weak-up-to/Relations.json,plus_wf,False,2,0,0,0,0,0,0,0,True,1,37.65391540527344,1
weak-up-to,../data/weak-up-to/Relations.json,inv_inv,False,2,0,0,0,0,0,0,0,True,1,0.4621958732604981,1
weak-up-to,../data/weak-up-to/Relations.json,inv_comp,False,2,0,0,0,0,0,0,0,False,1,456.3819484710693,1
weak-up-to,../data/weak-up-to/Relations.json,inv_union,False,2,2,1,0,0,0,1,0,True,1,0.3176529407501221,1
weak-up-to,../data/weak-up-to/Relations.json,inv_star,False,4,0,0,0,0,0,0,0,False,1,531.5423550605774,1
weak-up-to,../data/weak-up-to/Relations.json,inv_plus,False,18,0,0,0,0,0,0,0,False,1,455.3904950618744,1
weak-up-to,../data/weak-up-to/Relations.json,inv_union2,False,2,0,0,0,0,0,0,0,True,1,0.5892457962036133,1
weak-up-to,../data/weak-up-to/Relations.json,comp_assoc,False,2,2,0,0,2,0,0,0,False,1,454.2146236896515,1
weak-up-to,../data/weak-up-to/Relations.json,comp_star_star,False,4,0,0,0,0,0,0,0,False,1,453.312826871872,1
weak-up-to,../data/weak-up-to/Relations.json,comp_plus_star,False,4,0,0,0,0,0,0,0,False,1,449.2912013530731,1
weak-up-to,../data/weak-up-to/Relations.json,comp_star_plus,False,4,0,0,0,0,0,0,0,False,1,453.1989290714264,1
weak-up-to,../data/weak-up-to/Monotonic.json,identity_mon,False,2,2,2,0,0,0,0,0,True,1,0.12644052505493164,1
weak-up-to,../data/weak-up-to/Monotonic.json,constant_mon,False,3,2,0,1,0,0,1,0,False,1,444.2818262577057,1
weak-up-to,../data/weak-up-to/Monotonic.json,chaining_r_mon,False,7,2,0,1,0,0,1,0,False,1,439.6813235282898,1
weak-up-to,../data/weak-up-to/Monotonic.json,chaining_l_mon,False,12,2,0,1,0,0,1,0,False,1,441.98265838623047,1
weak-up-to,../data/weak-up-to/Monotonic.json,Comp_mon,False,9,0,0,0,0,0,0,0,False,1,446.7927675247192,1
weak-up-to,../data/weak-up-to/Monotonic.json,Union2_mon,False,5,0,0,0,0,0,0,0,False,1,453.26059317588806,1
weak-up-to,../data/weak-up-to/Monotonic.json,Union_mon,False,5,0,0,0,0,0,0,0,False,1,450.7601809501648,1
weak-up-to,../data/weak-up-to/Monotonic.json,UExp_mon,False,7,3,1,0,1,0,1,0,False,1,458.2500774860382,1
weak-up-to,../data/weak-up-to/Monotonic.json,UIter_mon,False,4,0,0,0,0,0,0,0,False,1,458.0471889972687,1
weak-up-to,../data/weak-up-to/Controlled.json,wexpansion1_ctrl_t,False,9,3,0,1,1,0,1,0,False,1,444.74552297592163,1
weak-up-to,../data/weak-up-to/Functions.json,UExp_incl,False,2,1,0,0,1,0,0,0,True,1,0.8359298706054688,1
weak-up-to,../data/weak-up-to/Functions.json,UIter_incl,False,2,0,0,0,0,0,0,0,False,1,443.2195274829865,1
weak-up-to,../data/weak-up-to/Functions.json,UExp_inc,False,5,3,0,1,1,0,1,0,False,1,442.0712354183197,1
weak-up-to,../data/weak-up-to/Functions.json,UIter_inc,False,3,0,0,0,0,0,0,0,False,1,438.3142833709717,1
weak-up-to,../data/weak-up-to/Functions.json,UExp_UExp,False,4,2,1,0,1,0,0,0,False,1,440.1975510120392,1
weak-up-to,../data/weak-up-to/Functions.json,UIter_02,False,5,0,0,0,0,0,0,0,False,1,441.15339493751526,1
weak-up-to,../data/weak-up-to/Functions.json,UExp_trans,False,6,1,0,0,1,0,0,0,False,1,447.47752690315247,1
weak-up-to,../data/weak-up-to/Functions.json,UIter_trans,False,4,1,0,0,1,0,0,0,False,1,450.1905574798584,1
weak-up-to,../data/weak-up-to/Applications.json,F_mon,True,6,0,0,0,0,0,0,0,False,1,444.7875351905823,1
weak-up-to,../data/weak-up-to/Applications.json,G_wmon,True,7,0,0,0,0,0,0,0,False,1,439.8332870006561,1
weak-up-to,../data/weak-up-to/Applications.json,FG,False,7,0,0,0,0,0,0,0,False,1,438.6370553970337,1
weak-up-to,../data/weak-up-to/Applications.json,G_reverse,False,5,1,0,0,1,0,0,0,False,1,440.605938911438,1
weak-up-to,../data/weak-up-to/Applications.json,BG,False,8,0,0,0,0,0,0,0,False,1,450.2736208438873,1
weak-up-to,../data/weak-up-to/Applications.json,B'G,False,8,0,0,0,0,0,0,0,False,1,457.26469230651855,1
